Kind,Name,MaxCyclomatic,MaxNesting,RatioCommentToCode,CountClassCoupled,CountDeclMethod,CountLineBlank,CountLineCode,CountLineComment
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.delete_student_by_name",,0,1.14,,,0,7,8
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.insert_student",,2,0.00,,,0,11,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.insert_student",,0,0.00,,,0,6,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.insert_student",,0,1.13,,,0,8,9
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.search_student_by_name",,2,0.00,,,0,12,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.search_student_by_name",,0,0.00,,,0,6,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.search_student_by_name",,0,1.13,,,0,8,9
Module File,"StudentDatabaseProcessor.py",2,2,0.00,,,5,53,0
Module File,"StudentDatabaseProcessor.py",1,0,0.00,,,5,30,0
Module File,"StudentDatabaseProcessor.py",1,0,1.00,,,7,43,43
Class,"TextFileProcessor.TextFileProcessor",2,2,0.00,4,5,4,28,0
Function,"TextFileProcessor.TextFileProcessor.__init__",,0,0.00,,,0,2,0
Function,"TextFileProcessor.TextFileProcessor.process_file",,1,0.00,,,0,8,0
Function,"TextFileProcessor.TextFileProcessor.read_file",,2,0.00,,,0,7,0
Function,"TextFileProcessor.TextFileProcessor.read_file_as_json",,2,0.00,,,0,7,0
Function,"TextFileProcessor.TextFileProcessor.write_file",,1,0.00,,,0,3,0
Module File,"TextFileProcessor.py",2,2,0.00,,,5,29,0
Class,"TicTacToe.TicTacToe",7,2,0.11,1,4,6,27,3
Class,"TicTacToe.TicTacToe",7,3,0.11,1,4,6,28,3
Class,"TicTacToe.TicTacToe",7,2,1.26,1,4,4,27,34
Class,"TicTacToe.TicTacToe",8,2,0.80,2,4,3,35,28
Function,"TicTacToe.TicTacToe.__init__",,0,0.00,,,0,3,0
Function,"TicTacToe.TicTacToe.__init__",,0,0.00,,,0,3,0
Function,"TicTacToe.TicTacToe.__init__",,0,1.67,,,0,3,5
Function,"TicTacToe.TicTacToe.__init__",,0,1.25,,,0,4,5
Function,"TicTacToe.TicTacToe.check_winner",,2,0.25,,,3,12,3
Function,"TicTacToe.TicTacToe.check_winner",,2,0.25,,,3,12,3
Function,"TicTacToe.TicTacToe.check_winner",,2,0.67,,,0,12,8
Function,"TicTacToe.TicTacToe.check_winner",,2,0.53,,,0,17,9
Function,"TicTacToe.TicTacToe.is_board_full",,2,0.00,,,0,5,0
Function,"TicTacToe.TicTacToe.is_board_full",,3,0.00,,,0,6,0
Function,"TicTacToe.TicTacToe.is_board_full",,2,1.40,,,0,5,7
Function,"TicTacToe.TicTacToe.is_board_full",,2,1.20,,,0,5,6
Function,"TicTacToe.TicTacToe.make_move",,1,0.00,,,0,6,0
Function,"TicTacToe.TicTacToe.make_move",,1,0.00,,,0,6,0
Function,"TicTacToe.TicTacToe.make_move",,1,1.83,,,0,6,11
Function,"TicTacToe.TicTacToe.make_move",,1,1.00,,,0,8,8
Module File,"TicTacToe.py",7,2,0.11,,,6,27,3
Module File,"TicTacToe.py",7,3,0.11,,,6,28,3
Module File,"TicTacToe.py",7,2,1.26,,,4,27,34
Module File,"TicTacToe.py",8,2,0.81,,,4,42,34
Class,"TimeUtils.TimeUtils",1,0,0.00,0,8,7,21,0
Class,"TimeUtils.TimeUtils",1,0,0.00,0,8,7,22,0
Class,"TimeUtils.TimeUtils",1,0,3.04,0,8,8,23,70
Function,"TimeUtils.TimeUtils.__init__",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.__init__",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.__init__",,0,1.50,,,0,2,3
Function,"TimeUtils.TimeUtils.add_seconds",,0,0.00,,,0,3,0
Function,"TimeUtils.TimeUtils.add_seconds",,0,0.00,,,0,3,0
Function,"TimeUtils.TimeUtils.add_seconds",,0,3.00,,,0,3,9
Function,"TimeUtils.TimeUtils.datetime_to_string",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.datetime_to_string",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.datetime_to_string",,0,4.00,,,0,2,8
Function,"TimeUtils.TimeUtils.get_current_date",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.get_current_date",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.get_current_date",,0,4.00,,,0,2,8
Function,"TimeUtils.TimeUtils.get_current_time",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.get_current_time",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.get_current_time",,0,4.00,,,0,2,8
Function,"TimeUtils.TimeUtils.get_format_time",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.get_format_time",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.get_format_time",,0,4.67,,,0,3,14
Function,"TimeUtils.TimeUtils.get_minutes",,0,0.00,,,0,5,0
Function,"TimeUtils.TimeUtils.get_minutes",,0,0.00,,,0,6,0
Function,"TimeUtils.TimeUtils.get_minutes",,0,1.50,,,0,6,9
Function,"TimeUtils.TimeUtils.string_to_datetime",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.string_to_datetime",,0,0.00,,,0,2,0
Function,"TimeUtils.TimeUtils.string_to_datetime",,0,4.00,,,0,2,8
Module File,"TimeUtils.py",1,0,0.00,,,8,23,0
Module File,"TimeUtils.py",1,0,0.00,,,8,24,0
Module File,"TimeUtils.py",1,0,2.80,,,9,25,70
Class,"Warehouse.Warehouse",2,1,0.00,0,7,6,35,0
Class,"Warehouse.Warehouse",2,1,2.59,0,7,7,37,96
Function,"Warehouse.Warehouse.__init__",,0,0.00,,,0,3,0
Function,"Warehouse.Warehouse.__init__",,0,3.00,,,0,3,9
Function,"Warehouse.Warehouse.add_product",,1,0.00,,,0,5,0
Function,"Warehouse.Warehouse.add_product",,1,2.60,,,0,5,13
Function,"Warehouse.Warehouse.change_order_status",,1,0.00,,,0,6,0
Function,"Warehouse.Warehouse.change_order_status",,1,2.50,,,0,6,15
Function,"Warehouse.Warehouse.create_order",,1,0.00,,,0,7,0
Function,"Warehouse.Warehouse.create_order",,1,2.86,,,0,7,20
Function,"Warehouse.Warehouse.get_product_quantity",,1,0.00,,,0,5,0
Function,"Warehouse.Warehouse.get_product_quantity",,1,2.80,,,0,5,14
Function,"Warehouse.Warehouse.track_order",,1,0.00,,,0,5,0
Function,"Warehouse.Warehouse.track_order",,1,2.40,,,0,5,12
Function,"Warehouse.Warehouse.update_product_quantity",,1,0.00,,,0,3,0
Function,"Warehouse.Warehouse.update_product_quantity",,1,2.00,,,0,5,10
Module File,"Warehouse.py",2,1,0.00,,,6,35,0
Module File,"Warehouse.py",2,1,2.59,,,7,37,96
Class,"XMLProcessor.XMLProcessor",4,3,0.02,2,5,4,42,1
Class,"XMLProcessor.XMLProcessor",2,1,0.85,0,5,5,26,22
Function,"XMLProcessor.XMLProcessor.__init__",,0,0.00,,,0,3,0
Function,"XMLProcessor.XMLProcessor.__init__",,0,0.33,,,0,3,1
Function,"XMLProcessor.XMLProcessor.find_element",,1,0.00,,,0,6,0
Function,"XMLProcessor.XMLProcessor.find_element",,0,1.00,,,0,3,3
Function,"XMLProcessor.XMLProcessor.process_xml_data",,3,0.11,,,0,9,1
Function,"XMLProcessor.XMLProcessor.process_xml_data",,1,1.00,,,0,5,5
Function,"XMLProcessor.XMLProcessor.read_xml",,1,0.00,,,0,11,0
Function,"XMLProcessor.XMLProcessor.read_xml",,1,0.71,,,0,7,5
Function,"XMLProcessor.XMLProcessor.write_xml",,2,0.00,,,0,12,0
Function,"XMLProcessor.XMLProcessor.write_xml",,1,0.71,,,0,7,5
Module File,"XMLProcessor.py",4,3,0.02,,,5,43,1
Module File,"XMLProcessor.py",2,1,0.81,,,6,27,22
Class,"ZipFileProcessor.ZipFileProcessor",3,3,0.00,0,5,4,31,0
Class,"ZipFileProcessor.ZipFileProcessor",4,4,0.00,2,5,4,36,0
Function,"ZipFileProcessor.ZipFileProcessor.__init__",,0,0.00,,,0,2,0
Function,"ZipFileProcessor.ZipFileProcessor.__init__",,0,0.00,,,0,2,0
Function,"ZipFileProcessor.ZipFileProcessor.create_zip_file",,3,0.00,,,0,8,0
Function,"ZipFileProcessor.ZipFileProcessor.create_zip_file",,4,0.00,,,0,12,0
Function,"ZipFileProcessor.ZipFileProcessor.extract_all",,2,0.00,,,0,7,0
Function,"ZipFileProcessor.ZipFileProcessor.extract_all",,2,0.00,,,0,8,0
Function,"ZipFileProcessor.ZipFileProcessor.extract_file",,2,0.00,,,0,7,0
Function,"ZipFileProcessor.ZipFileProcessor.extract_file",,2,0.00,,,0,8,0
Function,"ZipFileProcessor.ZipFileProcessor.read_zip_file",,1,0.00,,,0,6,0
Function,"ZipFileProcessor.ZipFileProcessor.read_zip_file",,1,0.00,,,0,5,0
Module File,"ZipFileProcessor.py",3,3,0.00,,,6,32,0
Module File,"ZipFileProcessor.py",4,4,0.00,,,5,38,0
